system:index,class_name,label,lat,lon,run_tag,sample_id,season,tile_id,unique_id,weight,.geo
0_1_100,healthy,0,30.664082054948278,75.52558801776354,rabi_2023_24,0_1_100,2023-11-01_to_2024-04-15,0,sample_0_1_100,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_101,healthy,0,30.68294667591479,75.50600474456972,rabi_2023_24,0_1_101,2023-11-01_to_2024-04-15,0,sample_0_1_101,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_103,healthy,0,30.661207446039096,75.48103157967121,rabi_2023_24,0_1_103,2023-11-01_to_2024-04-15,0,sample_0_1_103,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_104,healthy,0,30.714028384745323,75.55379511768488,rabi_2023_24,0_1_104,2023-11-01_to_2024-04-15,0,sample_0_1_104,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_106,healthy,0,30.66695666385746,75.41168163973718,rabi_2023_24,0_1_106,2023-11-01_to_2024-04-15,0,sample_0_1_106,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_107,healthy,0,30.672166892505352,75.6305112429487,rabi_2023_24,0_1_107,2023-11-01_to_2024-04-15,0,sample_0_1_107,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_110,healthy,0,30.705404558017776,75.66931846322265,rabi_2023_24,0_1_110,2023-11-01_to_2024-04-15,0,sample_0_1_110,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_111,healthy,0,30.601379648116737,75.40970534611212,rabi_2023_24,0_1_111,2023-11-01_to_2024-04-15,0,sample_0_1_111,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_113,healthy,0,30.649888673459188,75.5674495100035,rabi_2023_24,0_1_113,2023-11-01_to_2024-04-15,0,sample_0_1_113,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_115,healthy,0,30.63803091170881,75.49235035225111,rabi_2023_24,0_1_115,2023-11-01_to_2024-04-15,0,sample_0_1_115,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_116,healthy,0,30.62779011746985,75.41365793336224,rabi_2023_24,0_1_116,2023-11-01_to_2024-04-15,0,sample_0_1_116,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_119,healthy,0,30.66318373966416,75.63140955823282,rabi_2023_24,0_1_119,2023-11-01_to_2024-04-15,0,sample_0_1_119,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_123,healthy,0,30.66785497914158,75.5388830839685,rabi_2023_24,0_1_123,2023-11-01_to_2024-04-15,0,sample_0_1_123,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_125,healthy,0,30.616471344889945,75.53493049671837,rabi_2023_24,0_1_125,2023-11-01_to_2024-04-15,0,sample_0_1_125,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_127,healthy,0,30.714567373915795,75.64596226583555,rabi_2023_24,0_1_127,2023-11-01_to_2024-04-15,0,sample_0_1_127,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_128,healthy,0,30.68941454596045,75.41383759641906,rabi_2023_24,0_1_128,2023-11-01_to_2024-04-15,0,sample_0_1_128,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_131,healthy,0,30.648631032061424,75.51265227767222,rabi_2023_24,0_1_131,2023-11-01_to_2024-04-15,0,sample_0_1_131,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_138,healthy,0,30.67432284918724,75.58793109848143,rabi_2023_24,0_1_138,2023-11-01_to_2024-04-15,0,sample_0_1_138,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_143,healthy,0,30.603535604798623,75.48372652552356,rabi_2023_24,0_1_143,2023-11-01_to_2024-04-15,0,sample_0_1_143,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_153,healthy,0,30.689594209017272,75.57104277113999,rabi_2023_24,0_1_153,2023-11-01_to_2024-04-15,0,sample_0_1_153,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_154,healthy,0,30.693906122381048,75.44545829442008,rabi_2023_24,0_1_154,2023-11-01_to_2024-04-15,0,sample_0_1_154,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_156,healthy,0,30.702170622994945,75.42587502122626,rabi_2023_24,0_1_156,2023-11-01_to_2024-04-15,0,sample_0_1_156,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_162,healthy,0,30.659051489357207,75.51570654963822,rabi_2023_24,0_1_162,2023-11-01_to_2024-04-15,0,sample_0_1_162,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_168,healthy,0,30.67072958805076,75.49522496116029,rabi_2023_24,0_1_168,2023-11-01_to_2024-04-15,0,sample_0_1_168,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_171,healthy,0,30.65509890210708,75.665904865143,rabi_2023_24,0_1_171,2023-11-01_to_2024-04-15,0,sample_0_1_171,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_178,healthy,0,30.66785497914158,75.42677333651038,rabi_2023_24,0_1_178,2023-11-01_to_2024-04-15,0,sample_0_1_178,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_187,healthy,0,30.69696039434705,75.48372652552356,rabi_2023_24,0_1_187,2023-11-01_to_2024-04-15,0,sample_0_1_187,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_189,healthy,0,30.630305400265385,75.42066479257838,rabi_2023_24,0_1_189,2023-11-01_to_2024-04-15,0,sample_0_1_189,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_190,healthy,0,30.655817554334376,75.37754565894063,rabi_2023_24,0_1_190,2023-11-01_to_2024-04-15,0,sample_0_1_190,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_191,healthy,0,30.708638493040606,75.37359307169051,rabi_2023_24,0_1_191,2023-11-01_to_2024-04-15,0,sample_0_1_191,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_192,healthy,0,30.621142584367366,75.40772905248706,rabi_2023_24,0_1_192,2023-11-01_to_2024-04-15,0,sample_0_1_192,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_194,healthy,0,30.671448240278057,75.6486572116879,rabi_2023_24,0_1_194,2023-11-01_to_2024-04-15,0,sample_0_1_194,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_196,healthy,0,30.67342453390312,75.37233543029274,rabi_2023_24,0_1_196,2023-11-01_to_2024-04-15,0,sample_0_1_196,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_204,healthy,0,30.709536808324724,75.44779391415878,rabi_2023_24,0_1_204,2023-11-01_to_2024-04-15,0,sample_0_1_204,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_211,healthy,0,30.694265448494694,75.59475829464074,rabi_2023_24,0_1_211,2023-11-01_to_2024-04-15,0,sample_0_1_211,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_212,healthy,0,30.6401868683907,75.57535468450375,rabi_2023_24,0_1_212,2023-11-01_to_2024-04-15,0,sample_0_1_212,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_214,healthy,0,30.645576760095416,75.56906647751492,rabi_2023_24,0_1_214,2023-11-01_to_2024-04-15,0,sample_0_1_214,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_219,healthy,0,30.613237409867114,75.49791990701266,rabi_2023_24,0_1_219,2023-11-01_to_2024-04-15,0,sample_0_1_219,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_223,healthy,0,30.699296014085764,75.65350811422215,rabi_2023_24,0_1_223,2023-11-01_to_2024-04-15,0,sample_0_1_223,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_224,healthy,0,30.70756051469966,75.53942207313898,rabi_2023_24,0_1_224,2023-11-01_to_2024-04-15,0,sample_0_1_224,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_225,healthy,0,30.60928482261699,75.52864228972953,rabi_2023_24,0_1_225,2023-11-01_to_2024-04-15,0,sample_0_1_225,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_226,healthy,0,30.647014064550007,75.54642893235511,rabi_2023_24,0_1_226,2023-11-01_to_2024-04-15,0,sample_0_1_226,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_231,healthy,0,30.67432284918724,75.50115384203548,rabi_2023_24,0_1_231,2023-11-01_to_2024-04-15,0,sample_0_1_231,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_232,healthy,0,30.65509890210708,75.5494832043211,rabi_2023_24,0_1_232,2023-11-01_to_2024-04-15,0,sample_0_1_232,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_234,healthy,0,30.624735845503842,75.58110390232211,rabi_2023_24,0_1_234,2023-11-01_to_2024-04-15,0,sample_0_1_234,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_238,healthy,0,30.631563041663153,75.40934601999847,rabi_2023_24,0_1_238,2023-11-01_to_2024-04-15,0,sample_0_1_238,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_246,healthy,0,30.647732716777302,75.54624926929829,rabi_2023_24,0_1_246,2023-11-01_to_2024-04-15,0,sample_0_1_246,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_247,healthy,0,30.63479697668598,75.50223182037642,rabi_2023_24,0_1_247,2023-11-01_to_2024-04-15,0,sample_0_1_247,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_250,healthy,0,30.683665328142084,75.4824688841258,rabi_2023_24,0_1_250,2023-11-01_to_2024-04-15,0,sample_0_1_250,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_252,healthy,0,30.681509371460198,75.40126118244139,rabi_2023_24,0_1_252,2023-11-01_to_2024-04-15,0,sample_0_1_252,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_254,healthy,0,30.659410815470856,75.61973145953925,rabi_2023_24,0_1_254,2023-11-01_to_2024-04-15,0,sample_0_1_254,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_257,healthy,0,30.705404558017776,75.43036659764687,rabi_2023_24,0_1_257,2023-11-01_to_2024-04-15,0,sample_0_1_257,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_259,healthy,0,30.634437650572334,75.49630293950123,rabi_2023_24,0_1_259,2023-11-01_to_2024-04-15,0,sample_0_1_259,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_264,healthy,0,30.622400225765134,75.40072219327092,rabi_2023_24,0_1_264,2023-11-01_to_2024-04-15,0,sample_0_1_264,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_266,healthy,0,30.606589876764627,75.50097417897865,rabi_2023_24,0_1_266,2023-11-01_to_2024-04-15,0,sample_0_1_266,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_268,healthy,0,30.674682175300887,75.67291172435914,rabi_2023_24,0_1_268,2023-11-01_to_2024-04-15,0,sample_0_1_268,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_270,healthy,0,30.67845509949419,75.65171148365391,rabi_2023_24,0_1_270,2023-11-01_to_2024-04-15,0,sample_0_1_270,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_271,healthy,0,30.657614184902616,75.45300414280668,rabi_2023_24,0_1_271,2023-11-01_to_2024-04-15,0,sample_0_1_271,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_277,healthy,0,30.655817554334376,75.62817562320998,rabi_2023_24,0_1_277,2023-11-01_to_2024-04-15,0,sample_0_1_277,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_280,healthy,0,30.676119479755478,75.54067971453674,rabi_2023_24,0_1_280,2023-11-01_to_2024-04-15,0,sample_0_1_280,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_281,healthy,0,30.67108891416441,75.45444144726126,rabi_2023_24,0_1_281,2023-11-01_to_2024-04-15,0,sample_0_1_281,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_285,healthy,0,30.60802718121922,75.44348200079502,rabi_2023_24,0_1_285,2023-11-01_to_2024-04-15,0,sample_0_1_285,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_286,healthy,0,30.615573029605823,75.405752758862,rabi_2023_24,0_1_286,2023-11-01_to_2024-04-15,0,sample_0_1_286,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_289,healthy,0,30.62132224742419,75.52019812605882,rabi_2023_24,0_1_289,2023-11-01_to_2024-04-15,0,sample_0_1_289,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_292,healthy,0,30.67198722944853,75.61991112259608,rabi_2023_24,0_1_292,2023-11-01_to_2024-04-15,0,sample_0_1_292,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_295,healthy,0,30.657075195732144,75.39569162767985,rabi_2023_24,0_1_295,2023-11-01_to_2024-04-15,0,sample_0_1_295,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_296,healthy,0,30.622220562708307,75.51229295155856,rabi_2023_24,0_1_296,2023-11-01_to_2024-04-15,0,sample_0_1_296,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_299,healthy,0,30.68115004534655,75.39227802960019,rabi_2023_24,0_1_299,2023-11-01_to_2024-04-15,0,sample_0_1_299,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_300,healthy,0,30.625813823844787,75.51516756046775,rabi_2023_24,0_1_300,2023-11-01_to_2024-04-15,0,sample_0_1_300,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_302,healthy,0,30.68438398036938,75.61865348119832,rabi_2023_24,0_1_302,2023-11-01_to_2024-04-15,0,sample_0_1_302,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_303,healthy,0,30.648451369004597,75.48013326438708,rabi_2023_24,0_1_303,2023-11-01_to_2024-04-15,0,sample_0_1_303,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_305,healthy,0,30.66929228359617,75.5051064292856,rabi_2023_24,0_1_305,2023-11-01_to_2024-04-15,0,sample_0_1_305,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_307,healthy,0,30.680970382289726,75.36802351692897,rabi_2023_24,0_1_307,2023-11-01_to_2024-04-15,0,sample_0_1_307,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_313,healthy,0,30.632641020004094,75.50169283120596,rabi_2023_24,0_1_313,2023-11-01_to_2024-04-15,0,sample_0_1_313,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_315,healthy,0,30.630305400265385,75.53313386615014,rabi_2023_24,0_1_315,2023-11-01_to_2024-04-15,0,sample_0_1_315,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_323,healthy,0,30.677197458096423,75.56331725969655,rabi_2023_24,0_1_323,2023-11-01_to_2024-04-15,0,sample_0_1_323,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_329,healthy,0,30.627610454413023,75.4486922294429,rabi_2023_24,0_1_329,2023-11-01_to_2024-04-15,0,sample_0_1_329,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_331,healthy,0,30.675041501414537,75.51157429933127,rabi_2023_24,0_1_331,2023-11-01_to_2024-04-15,0,sample_0_1_331,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_333,healthy,0,30.656536206561675,75.3667658755312,rabi_2023_24,0_1_333,2023-11-01_to_2024-04-15,0,sample_0_1_333,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_334,healthy,0,30.63659360725422,75.6132635894936,rabi_2023_24,0_1_334,2023-11-01_to_2024-04-15,0,sample_0_1_334,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_339,healthy,0,30.696062079062933,75.46558055678435,rabi_2023_24,0_1_339,2023-11-01_to_2024-04-15,0,sample_0_1_339,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_341,healthy,0,30.661207446039096,75.4862418083191,rabi_2023_24,0_1_341,2023-11-01_to_2024-04-15,0,sample_0_1_341,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_348,healthy,0,30.599223691434847,75.53493049671837,rabi_2023_24,0_1_348,2023-11-01_to_2024-04-15,0,sample_0_1_348,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_349,healthy,0,30.70756051469966,75.58415817428812,rabi_2023_24,0_1_349,2023-11-01_to_2024-04-15,0,sample_0_1_349,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_350,healthy,0,30.637851248651987,75.468994154864,rabi_2023_24,0_1_350,2023-11-01_to_2024-04-15,0,sample_0_1_350,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_351,healthy,0,30.67019059888029,75.66267093012017,rabi_2023_24,0_1_351,2023-11-01_to_2024-04-15,0,sample_0_1_351,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_359,healthy,0,30.710794449722492,75.43539716323794,rabi_2023_24,0_1_359,2023-11-01_to_2024-04-15,0,sample_0_1_359,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_364,healthy,0,30.6356952919701,75.52882195278636,rabi_2023_24,0_1_364,2023-11-01_to_2024-04-15,0,sample_0_1_364,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_365,healthy,0,30.641085183674818,75.5088793534789,rabi_2023_24,0_1_365,2023-11-01_to_2024-04-15,0,sample_0_1_365,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_367,healthy,0,30.685282295653497,75.49648260255806,rabi_2023_24,0_1_367,2023-11-01_to_2024-04-15,0,sample_0_1_367,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_370,healthy,0,30.68168903451702,75.47150943765953,rabi_2023_24,0_1_370,2023-11-01_to_2024-04-15,0,sample_0_1_370,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_374,healthy,0,30.699116351028938,75.62835528626681,rabi_2023_24,0_1_374,2023-11-01_to_2024-04-15,0,sample_0_1_374,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_375,healthy,0,30.629946074151736,75.52504902859306,rabi_2023_24,0_1_375,2023-11-01_to_2024-04-15,0,sample_0_1_375,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_376,healthy,0,30.603535604798623,75.41671220532825,rabi_2023_24,0_1_376,2023-11-01_to_2024-04-15,0,sample_0_1_376,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_377,healthy,0,30.69965534019941,75.55415444379854,rabi_2023_24,0_1_377,2023-11-01_to_2024-04-15,0,sample_0_1_377,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_379,healthy,0,30.667315989971108,75.56295793358291,rabi_2023_24,0_1_379,2023-11-01_to_2024-04-15,0,sample_0_1_379,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_381,healthy,0,30.615393366549,75.52882195278636,rabi_2023_24,0_1_381,2023-11-01_to_2024-04-15,0,sample_0_1_381,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_384,healthy,0,30.697499383517524,75.45480077337491,rabi_2023_24,0_1_384,2023-11-01_to_2024-04-15,0,sample_0_1_384,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_385,healthy,0,30.631563041663153,75.60697538250476,rabi_2023_24,0_1_385,2023-11-01_to_2024-04-15,0,sample_0_1_385,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_386,healthy,0,30.65312260848202,75.39694926907762,rabi_2023_24,0_1_386,2023-11-01_to_2024-04-15,0,sample_0_1_386,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_393,healthy,0,30.644678444811298,75.61128729586854,rabi_2023_24,0_1_393,2023-11-01_to_2024-04-15,0,sample_0_1_393,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_395,healthy,0,30.633000346117743,75.51139463627445,rabi_2023_24,0_1_395,2023-11-01_to_2024-04-15,0,sample_0_1_395,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_397,healthy,0,30.662465087436864,75.3750303761451,rabi_2023_24,0_1_397,2023-11-01_to_2024-04-15,0,sample_0_1_397,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_399,healthy,0,30.671627903334883,75.55864602021913,rabi_2023_24,0_1_399,2023-11-01_to_2024-04-15,0,sample_0_1_399,0.10000000149011612,"{""type"":""MultiPoint"",""coordinates"":[]}"
